Serial_number,document_id,URL,Credibility_rating,ad_count,ad_max_size,css_definitions,page_rank,bitly_clicks,bitly_referrers,tweets,delicious_bookmarks,fb_clicks,fb_comments,fb_likes,fb_shares,fb_total,alexa_linksin,alexa_rank,commas,dots,exclamations,questions,spelling_errors,text_complexity,smog,category,JJ,NN,DT,VB,RB,num_ne,sum_ne,document_url_y,X1,X2,X3,X4,X5,X9,Total,Leik,Eijk,Tastle,Leik 3 4 6,correction,resp_HNC,Controversial,troia_label
3594,855008,http://rss.feedsportal.com/c/34697/f/644470/s/2749874a/l/0L0Ssmh0N0Bau0Centertainment0Cmovies0Czero0Edark0Ethirty0Epure0Efiction0E20A130A10A70E2cbvh0Bhtml/story01.htm,3.5,16.0,75000.0,4048.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,15.0,4315.0,2587.0,50.0,76.0,9.0,0.0,209.0,5.800248438,17.1224134,arts_entertainment,80.0,1194.0,95.0,172.0,31.0,13.0,120.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,1.0
3595,855543,http://www.tmz.com/2012/12/30/hillary-clinton-hospitalized-blood-clot/,4.0,8.0,79625.0,823.0,4.0,4.0,2.0,300.0,0.0,0.0,574.0,563.0,322.0,1459.0,33817.0,435.0,1.0,5.0,0.0,0.0,4.0,2.205244203,21.19438992,health,5.0,33.0,9.0,16.0,3.0,3.0,7.0,com,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,2.0
3596,2214908,http://www.trulia.com/property/3082469112-5540-W-Clint-Eastwood-Ln-Prescott-AZ-86305,4.833333333333333,0.0,0.0,4329.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21734.0,798.0,102.0,92.0,10.0,11.0,196.0,7.219238388,14.55459255,business,108.0,1644.0,78.0,116.0,27.0,9.0,164.0,com,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.916666667,0.916666667,0.892660382,0.866666667,0.0,3,U,5.0
3597,2547486,http://library.thinkquest.org/J001569/causes.html,2.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,6943.0,6.0,22.0,0.0,0.0,1.0,3.150169628,3.1291,business,13.0,68.0,28.0,45.0,16.0,1.0,4.0,org,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.625,0.333333333,0.610784453,0.7,0.0,1,U,2.0
3598,2201797,http://www.answers.com/topic/herbalife,4.25,4.0,96000.0,2718.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,66756.0,123.0,299.0,207.0,0.0,1.0,208.0,6.181251862,14.55459255,business,224.0,1339.0,338.0,474.0,105.0,12.0,262.0,com,0.0,0.0,2.0,2.0,4.0,0.0,8.0,0.625,0.625,0.691800413,0.5,-1.0,2,U,5.0
3599,2201590,http://www.mayoclinic.com/health/coconut-oil-and-weight-loss/AN01899,4.75,4.0,75000.0,691.0,4.0,9.0,3.0,37.0,1.0,2.0,40.0,29.0,86.0,155.0,39781.0,1137.0,6.0,11.0,0.0,0.0,6.0,2.821834052,13.0238668,health,22.0,72.0,9.0,29.0,6.0,,,com,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.875,0.875,0.855277876,0.8,0.0,3,U,2.0
3600,2201707,http://enlightennext.akaraisin.com/meditationmarathon/Sisterhood,3.6666666666666665,0.0,0.0,276.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,8.0,34.0,702.0,251259.0,39.0,34.0,6.0,0.0,29.0,4.350998667,14.55459255,culture_politics,58.0,284.0,66.0,124.0,29.0,4.0,34.0,com,0.0,0.0,4.0,0.0,2.0,0.0,6.0,0.666666667,0.444444444,0.629656229,0.6,0.0,2,U,3.0
3601,855536,http://blogs.ajc.com/political-insider-jim-galloway/2013/01/07/custodial-evidence-jeff-mullis-will-be-next-senate-rules-chairman/?cxntfid=blogs_political_insider_jim_galloway,5.0,1.0,442.0,631.0,3.0,62.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2428.0,3379.0,13.0,14.0,0.0,1.0,13.0,2.604259346,8.841846275,computer_internet,15.0,56.0,16.0,26.0,5.0,3.0,14.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3602,2910612,http://www.megahealth-lifestyle.com/definition-of-lifestyle.html,2.5,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,6982604.0,22.0,26.0,1.0,1.0,17.0,3.96110738,11.20814326,health,47.0,184.0,60.0,68.0,18.0,1.0,1.0,com,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,1.0
3603,2201448,http://www.womenscycling.ca/blog/health-tips/cycling-genital-problems/,4.8,12.0,72000.0,754.0,2.0,13.0,3.0,3.0,0.0,0.0,6.0,3.0,3.0,12.0,78.0,1752462.0,17.0,20.0,0.0,1.0,15.0,3.45430636,13.0238668,health,42.0,144.0,34.0,49.0,8.0,6.0,12.0,ca,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.9,0.9,0.876413916,0.84,0.0,3,U,5.0
3604,854506,http://www.bbc.co.uk/news/entertainment-arts-20940375#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa,5.0,0.0,0.0,3867.0,9.0,3.0,1.0,125.0,0.0,0.0,3.0,3.0,11.0,17.0,403320.0,52.0,39.0,41.0,0.0,5.0,73.0,4.680845787,13.0238668,arts_entertainment,74.0,477.0,91.0,109.0,26.0,7.0,87.0,uk,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3605,2225139,"http://www.ew.com/ew/article/0,,20665266,00.html",5.0,5.0,75000.0,1736.0,5.0,0.0,0.0,14.0,0.0,189.0,11.0,2.0,10.0,23.0,31373.0,1391.0,48.0,31.0,2.0,3.0,20.0,4.078772937,13.0238668,arts_entertainment,61.0,255.0,97.0,101.0,38.0,4.0,31.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3606,855535,http://blogs.ajc.com/political-insider-jim-galloway/2013/01/07/legislation-would-allow-school-boards-to-designate-armed-administrators/?cxntfid=blogs_political_insider_jim_galloway,4.5,1.0,442.0,631.0,3.0,33.0,6.0,3.0,0.0,0.0,16.0,23.0,11.0,50.0,2428.0,3379.0,16.0,20.0,0.0,0.0,23.0,3.162870218,13.0238668,culture_politics,21.0,122.0,20.0,51.0,16.0,5.0,22.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,2.0
3607,855538,http://www.tmz.com/2013/01/08/charlie-sheen-los-angeles-mayor-antonio-villaraigosa-partied-cabo-hotel-mexico-lying/,3.0,10.0,79625.0,847.0,4.0,3068.0,40.0,551.0,1.0,0.0,223.0,339.0,228.0,790.0,33817.0,435.0,18.0,33.0,0.0,0.0,28.0,3.32848851,11.20814326,arts_entertainment,25.0,105.0,27.0,45.0,9.0,4.0,21.0,com,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,2.0
3608,2910608,http://www.megahealth-lifestyle.com/emotional-well-being.html,3.5,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3553507.0,17.0,29.0,1.0,1.0,15.0,3.788641262,13.0238668,health,55.0,186.0,45.0,75.0,13.0,1.0,1.0,com,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.25,-0.416666667,0.321928095,0.2,-1.0,C,U,3.0
3609,83694,http://www.nlm.nih.gov/medlineplus/videos/news/Excuses_121812-1.html,4.0,0.0,0.0,331.0,6.0,14.0,3.0,29.0,0.0,0.0,2.0,5.0,16.0,23.0,188.0,331.0,13.0,17.0,0.0,0.0,5.0,2.886280327,13.0238668,health,19.0,71.0,11.0,45.0,3.0,3.0,8.0,gov,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,5.0
3610,2225132,"http://feeds.ew.com/~r/entertainmentweekly/books/~3/EPm_G_rxIGY/0,,20665292,00.html",5.0,5.0,75000.0,1736.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,3.0,37.0,0.0,7309883.0,4.0,3.0,0.0,0.0,6.0,2.317365245,11.20814326,arts_entertainment,8.0,40.0,13.0,16.0,4.0,3.0,7.0,com,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3,U,2.0
3611,855540,http://www.tmz.com/2013/01/06/mayor-antonio-villaraigosa-charlie-sheen-cabo-pic-response/,3.5,10.0,79625.0,819.0,3.0,5.0,3.0,243.0,0.0,0.0,10.0,18.0,22.0,50.0,33817.0,435.0,6.0,14.0,0.0,0.0,18.0,2.709614827,13.0238668,arts_entertainment,10.0,49.0,20.0,26.0,7.0,4.0,9.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,1.0
3612,6600990,http://www.unclaimedassets.co.uk/orphan_pension_tracing_service.htm,3.5,1.0,7200.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2910880.0,4.0,10.0,0.0,0.0,11.0,2.786838751,14.55459255,,7.0,100.0,7.0,16.0,,,,uk,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.25,-0.416666667,0.321928095,0.2,-1.0,C,U,4.0
3613,6673274,http://www.waronwant.org/component/mailto/?tmpl=component&link=2fe9f811ee5a1a2f15b365f381de35a561ed7fe1,1.0,0.0,0.0,91.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,731729.0,0.0,1.0,0.0,0.0,0.0,1.53580633,3.1291,unknown,3.0,14.0,2.0,,,,,org,2.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0,1.0,1.0,0.0,1,U,3.0
3614,2455,http://feedproxy.google.com/~r/DorwayAspartameAspartamePoisoningInformationSite/~3/WOYKoRxN4Q0/,3.142857142857143,3.0,28080.0,697.0,0.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4204.0,210.0,207.0,23.0,14.0,344.0,6.601675336,,,,,,,,,,com,1.0,1.0,2.0,2.0,1.0,0.0,7.0,0.5,0.214285714,0.529487457,0.542857143,0.0,2,C,1.0
3615,2428405,http://askmen.com/entertainment/news/jennifer-lawrence-hosts-snl.html,4.5,0.0,0.0,1536.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,11.0,35.0,19928.0,1855.0,4.0,6.0,0.0,0.0,6.0,2.517696652,13.0238668,arts_entertainment,6.0,63.0,12.0,18.0,6.0,4.0,10.0,com,0.0,0.0,0.0,3.0,3.0,0.0,6.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3616,2547385,http://opusbono.org/FalseAccusationsandthePriesthood.html,4.5,0.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,12.0,40.0,7727526.0,59.0,54.0,0.0,4.0,38.0,4.604162567,14.55459255,religion,110.0,430.0,141.0,184.0,51.0,6.0,44.0,org,0.0,0.0,0.0,4.0,4.0,0.0,8.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3617,6703881,http://www.cigars-411.com/Cigar_Men.html,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12757377.0,76.0,163.0,13.0,34.0,842.0,6.476024088,15.90318901,computer_internet,171.0,851.0,28.0,67.0,14.0,7.0,72.0,com,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.833333333,0.833333333,0.82863461,0.866666667,0.0,1,U,2.0
3618,2225001,http://rssfeeds.usatoday.com/~r/usatoday-LifeTopStories/~3/XPGSamMMBVc/,4.5,2.0,180000.0,2999.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,10.0,18.0,0.0,332936.0,111.0,125.0,0.0,6.0,155.0,6.223016366,8.841846275,arts_entertainment,150.0,711.0,195.0,288.0,89.0,8.0,122.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3619,855528,http://blogs.ajc.com/political-insider-jim-galloway/2013/01/09/georgia-psc-reignites-the-debate-over-free-cell-phones/?cxntfid=blogs_political_insider_jim_galloway,4.5,1.0,442.0,631.0,3.0,18.0,7.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,2428.0,3408.0,240.0,243.0,13.0,23.0,307.0,7.860130368,13.0238668,culture_politics,312.0,2585.0,533.0,734.0,186.0,14.0,161.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,3.0
3620,2460,http://feedproxy.google.com/~r/DorwayAspartameAspartamePoisoningInformationSite/~3/fHxAHCmA-hs/,3.0,3.0,28080.0,795.0,0.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4204.0,68.0,83.0,7.0,14.0,178.0,5.067989668,,,,,,,,,,com,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.166666667,0.584962501,0.6,0.0,2,U,3.0
3621,6703726,http://www.almightydad.com/general-interest/reborn-babies-pandering-to-a-mental-disorder?replytocom=7223,3.5,3.0,28080.0,344.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,18.0,71.0,352.0,508097.0,46.0,46.0,1.0,13.0,385.0,4.653716095,13.0238668,health,63.0,497.0,70.0,138.0,32.0,4.0,36.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,4.0
3622,6673218,http://www.discovery.org/a/8111,4.0,0.0,0.0,16.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.0,322816.0,54.0,39.0,1.0,0.0,82.0,4.134224115,14.55459255,religion,95.0,314.0,97.0,125.0,49.0,5.0,34.0,org,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,2.0
3623,2225142,"http://www.ew.com/ew/article/0,,20665272,00.html",4.0,5.0,75000.0,1736.0,5.0,0.0,0.0,3.0,0.0,189.0,11.0,2.0,10.0,23.0,31373.0,1391.0,18.0,33.0,4.0,3.0,107.0,4.262391846,20.26733882,arts_entertainment,27.0,623.0,31.0,39.0,10.0,10.0,55.0,com,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,5.0
3624,2209,http://www.nlm.nih.gov/medlineplus/news/fullstory_131050.html,5.0,0.0,0.0,637.0,0.0,1.0,1.0,11.0,0.0,0.0,4.0,0.0,0.0,,188.0,325.0,69.0,48.0,0.0,0.0,60.0,4.484383209,,,,,,,,,,gov,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,3.0
3625,2385,http://www.consumerlab.com/news/cholesterol_lowering_supplements/3_25_2010/,5.0,0.0,0.0,1310.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1481.0,82439.0,45.0,59.0,0.0,0.0,152.0,4.552871845,,health,,,,,,9.0,32.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,2.0
3626,855544,http://www.tmz.com/2012/12/27/general-h-norman-schwarzkopf-dead-dies-gulf-war-iraqi-kuwait-stormin-norman/,4.5,6.0,79625.0,819.0,4.0,3684.0,33.0,545.0,0.0,0.0,545.0,1812.0,1198.0,3555.0,33817.0,435.0,2.0,13.0,0.0,0.0,22.0,2.476865695,22.9186336,culture_politics,15.0,51.0,9.0,17.0,4.0,7.0,16.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,1.0
3627,853352,http://www.nlm.nih.gov/medlineplus/news/fullstory_132881.html,4.5,0.0,0.0,635.0,5.0,1.0,1.0,16.0,0.0,0.0,1.0,8.0,7.0,16.0,188.0,333.0,40.0,28.0,0.0,0.0,37.0,3.913322325,14.55459255,business,36.0,259.0,48.0,78.0,15.0,8.0,21.0,gov,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3628,2201641,http://www.musclemag.com/nutrition-supplements/the-paleo-diet-for-bodybuilders/,3.5,1.0,65520.0,2040.0,2.0,0.0,0.0,9.0,0.0,0.0,35.0,40.0,30.0,105.0,388.0,218422.0,188.0,93.0,0.0,2.0,164.0,5.853488246,14.55459255,science_technology,309.0,880.0,191.0,391.0,141.0,6.0,66.0,com,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.5,0.25,0.564641508,0.5,-1.0,2,U,2.0
3629,2207346,http://stopbaptistpredators.org/index.htm,3.8,0.0,0.0,48.0,4.0,29.0,11.0,47.0,0.0,63.0,307.0,114.0,308.0,729.0,184.0,3240389.0,7.0,36.0,0.0,0.0,19.0,3.173382235,11.20814326,religion,23.0,108.0,16.0,37.0,11.0,3.0,11.0,org,1.0,0.0,1.0,0.0,3.0,0.0,5.0,0.4,0.233333333,0.279477358,0.36,-1.0,C,U,3.0
3630,2547396,http://www.medicare.gov/sign-up-change-plans/decide-how-to-get-medicare/decide-how-to-get-your-medicare.html,4.5,0.0,0.0,2474.0,7.0,1.0,1.0,3.0,0.0,49.0,737.0,1030.0,1987.0,3754.0,14214.0,20013.0,14.0,21.0,0.0,2.0,12.0,4.309163631,13.0238668,health,15.0,184.0,26.0,51.0,11.0,1.0,19.0,gov,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3631,2213116,http://www.lights-camera-jackson.com/titanic-3d-pg-13-b.php,4.142857142857143,1.0,28080.0,214.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,56.0,4711478.0,23.0,29.0,1.0,0.0,58.0,4.159172352,13.0238668,arts_entertainment,57.0,207.0,82.0,112.0,35.0,3.0,39.0,com,0.0,0.0,1.0,4.0,2.0,0.0,7.0,0.785714286,0.714285714,0.801265269,0.714285714,0.0,2,U,5.0
3632,855551,http://www.tmz.com/2012/12/24/vinny-guadagnino-politics-lawyer-video/,5.0,10.0,79625.0,820.0,4.0,1444.0,18.0,262.0,0.0,0.0,48.0,35.0,56.0,139.0,33817.0,435.0,3.0,24.0,3.0,3.0,16.0,2.721174244,8.841846275,arts_entertainment,6.0,58.0,8.0,28.0,7.0,2.0,8.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,1.0
3633,2201855,http://nutritionmythbusters.blogspot.com/2012/05/myth-paleo-diet-is-most-nutritious-diet.html,3.875,0.0,0.0,753.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,7.0,16.0,19.0,5874788.0,27.0,17.0,1.0,0.0,15.0,3.374190653,14.55459255,health,36.0,147.0,32.0,50.0,18.0,4.0,8.0,com,0.0,0.0,3.0,3.0,2.0,0.0,8.0,0.6875,0.5625,0.730160177,0.65,0.0,2,U,5.0
3634,2213081,http://insidemovies.ew.com/2013/01/15/owens-oscar-scorecard-whos-up-whos-down/,4.285714285714286,5.0,75000.0,1091.0,5.0,102.0,5.0,22.0,0.0,0.0,2.0,7.0,11.0,20.0,1357.0,1391.0,139.0,79.0,4.0,5.0,93.0,5.186640602,11.20814326,arts_entertainment,147.0,727.0,211.0,282.0,95.0,7.0,119.0,com,0.0,1.0,0.0,2.0,4.0,0.0,7.0,0.642857143,0.547619048,0.632657901,0.542857143,0.0,3,U,4.0
3635,2213115,http://screenrant.com/titanic-3d-reviews-benk-163258/,4.777777777777778,4.0,96160.0,383.0,2.0,12.0,5.0,22.0,1.0,0.0,63.0,115.0,37.0,215.0,6417.0,3802.0,64.0,38.0,0.0,2.0,80.0,4.51406892,15.90318901,arts_entertainment,115.0,368.0,126.0,129.0,74.0,4.0,22.0,com,0.0,0.0,0.0,2.0,7.0,0.0,9.0,0.888888889,0.888888889,0.866541874,0.822222222,0.0,3,U,1.0
3636,2201806,http://www.bigsoccer.com/soccer/dan-loney/2012/03/17/i-said-herbalife-is-a-god-damned-scam-apparently-you-didnt-hear-me-the-first-time/,3.25,2.0,180000.0,171.0,1.0,46.0,3.0,6.0,0.0,0.0,6.0,3.0,7.0,16.0,1697.0,39742.0,76.0,61.0,2.0,3.0,82.0,4.591623432,11.20814326,arts_entertainment,102.0,426.0,129.0,179.0,90.0,7.0,48.0,com,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.625,0.625,0.691800413,0.7,0.0,2,U,4.0
3637,2207761,http://docuwiki.net/index.php?title=The_Great_Global_Warming_Swindle,3.2857142857142856,0.0,0.0,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,155355.0,10.0,33.0,0.0,0.0,50.0,3.222008617,8.841846275,computer_internet,19.0,142.0,5.0,20.0,5.0,3.0,6.0,net,1.0,0.0,3.0,2.0,1.0,0.0,7.0,0.571428571,0.333333333,0.583131588,0.6,0.0,2,U,3.0
3638,6596683,http://www.fool.com/investing/general/2013/03/25/cyprus-bailout-and-twilight-of-the-financial-crisi.aspx,4.5,9.0,304500.0,1236.0,0.0,2.0,2.0,15.0,1.0,0.0,6.0,15.0,9.0,30.0,13531.0,969.0,41.0,41.0,2.0,1.0,34.0,4.312505916,11.20814326,business,76.0,268.0,85.0,109.0,36.0,8.0,35.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3639,6488262,http://www.firstsecuritybk.com/index.php,4.333333333333333,0.0,0.0,298.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,905111.0,3.0,6.0,3.0,0.0,10.0,2.281403516,8.841846275,culture_politics,2.0,47.0,8.0,11.0,,3.0,5.0,com,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.666666667,0.444444444,0.629656229,0.6,0.0,3,U,4.0
3640,6598037,http://www.msfiscallyfit.com/html/0apr.html,4.5,1.0,45000.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-1.0,13.0,21.0,0.0,2.0,8.0,4.013800436,8.841846275,business,23.0,170.0,48.0,69.0,16.0,1.0,1.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,1.0
3641,6488057,http://www.londonlife.com/002/Home/Products/RetirementInvestmentProducts/SegregatedFundPolicies/BenefitsofSegregatedFundPolicies/ssLINK/S7_026683,5.0,0.0,0.0,153.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,735563.0,8.0,6.0,0.0,0.0,2.0,3.063673785,17.1224134,computer_internet,14.0,82.0,14.0,26.0,1.0,1.0,1.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3642,6487948,http://www.emarinebank.com/WI/FraudPrevention.html,3.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-1.0,8.0,8.0,0.0,1.0,5.0,2.723961938,13.0238668,law_crime,15.0,73.0,13.0,35.0,3.0,3.0,7.0,com,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.166666667,0.584962501,0.6,0.0,2,U,2.0
3643,6487952,http://www.crbna.com/about_locations.cfm,4.0,0.0,0.0,127.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2482981.0,1.0,4.0,0.0,0.0,2.0,2.209751389,14.55459255,business,5.0,41.0,8.0,9.0,2.0,4.0,9.0,com,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,5.0
3644,6627605,http://www.getrichslowly.org/guide-to-money/plan/mortgage/how-do-i-choose-the-right-mortgage,4.0,14.0,75000.0,1135.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5076.0,13590.0,31.0,32.0,0.0,2.0,10.0,3.97461607,11.20814326,business,45.0,205.0,47.0,77.0,26.0,1.0,4.0,org,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,5.0
3645,6627607,http://www.getrichslowly.org/guide-to-money/save/savings-accounts/is-it-bad-to-open-multiple-savings-accounts,3.5,19.0,75000.0,1135.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4961.0,13980.0,31.0,36.0,0.0,5.0,15.0,4.422250287,11.20814326,business,64.0,315.0,70.0,124.0,27.0,5.0,11.0,org,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,5.0
3646,6673105,http://laissez-fairerepublic.com/150Years.htm,3.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,4.0,109.0,2522889.0,174.0,110.0,1.0,5.0,134.0,6.174336299,17.1224134,culture_politics,298.0,1054.0,425.0,432.0,123.0,8.0,95.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,3.0
3647,6673195,http://www.bps.go.id/eng/menutab.php?tabel=1&kat=1&id_subyek=30,4.5,0.0,0.0,429.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,54983.0,69.0,44.0,0.0,0.0,46.0,5.425382753,14.55459255,health,89.0,489.0,87.0,150.0,24.0,5.0,16.0,id,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3648,6488035,http://bank.hangseng.com/1/2/business/insurance-and-mpf/corporate-insurance-solutions,5.0,0.0,0.0,1161.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,10496.0,23.0,18.0,1.0,1.0,15.0,4.527269252,17.1224134,business,29.0,216.0,66.0,67.0,9.0,2.0,8.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3649,6488039,http://bank.hangseng.com/1/2/business/cash-management/octopus-merchant,5.0,0.0,0.0,1161.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,10572.0,6.0,10.0,0.0,0.0,5.0,2.888809626,14.55459255,business,13.0,86.0,18.0,28.0,11.0,2.0,2.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,1.0
3650,6598054,http://www.msfiscallyfit.com/html/lowapr.html,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-1.0,6.0,13.0,0.0,1.0,9.0,3.633793657,11.20814326,business,13.0,131.0,32.0,58.0,18.0,,,com,0.0,3.0,0.0,3.0,0.0,0.0,6.0,0.5,0.166666667,0.584962501,0.6,0.0,2,U,2.0
